Num_Acc;luminosite
200500003876;5
200500003877;5
200500003878;1
200500003879;5
200500003880;1
200500003881;5
200500003882;1
200500003883;5
200500003884;1
200500003885;5
200500003886;1
200500003887;1
200500003888;3
200500003889;1
200500003890;1
200500003891;1
200500003892;5
200500003893;5
200500003894;5
200500003895;1
200500003896;1
200500003897;5
200500003898;1
200500003899;5
200500003900;5
200500003901;1
200500003902;1
200500003903;1
200500003904;5
200500003905;1
200500003906;1
200500003907;1
200500003908;1
200500003909;1
200500003910;5
200500003911;1
200500003912;5
200500003913;5
200500003914;1
200500003915;1
200500003916;5
200500003917;2
200500003918;1
200500003919;1
200500003920;1
200500003921;1
200500003922;1
200500003923;1
200500003924;5
200500003925;1
200500003926;1
200500003927;5
200500003928;1
200500003929;5
200500003930;1
200500003931;1
200500003932;5
200500003933;1
200500003934;5
200500003935;1
200500003936;5
200500003937;5
200500003938;1
200500003939;1
200500003940;1
200500003941;1
200500003942;2
200500003943;5
200500003944;1
200500003945;1
200500003946;1
200500003947;5
200500003948;5
200500003949;5
200500003950;5
200500003951;1
200500003952;5
200500003953;5
200500003954;1
200500003955;1
200500003956;5
200500003957;5
200500003958;5
200500003959;1
200500003960;1
200500003961;5
200500003962;1
200500003963;5
200500003964;1
200500003965;1
200500003966;5
200500003967;5
200500003968;5
200500003969;1
200500003970;5
200500003971;5
200500003972;1
200500003973;1
200500003974;1
200500003975;1
200500003976;1
200500003977;5
200500003978;1
200500003979;5
200500003980;1
200500003981;5
200500003982;2
200500003983;1
200500003984;5
200500003985;5
200500003986;1
200500003987;1
200500003988;5
200500003989;1
200500003990;1
200500003991;1
200500003992;1
200500003993;5
200500003994;5
200500003995;2
200500003996;5
200500003997;5
200500003998;2
200500003999;2
200500004000;2
200500004001;1
200500004002;2
200500004003;2
200500004004;2
200500004005;2
200500004006;5
200500004007;1
200500004008;5
200500004009;1
200500004010;1
200500004011;5
200500004012;5
200500004013;1
200500004014;5
200500004015;1
200500004016;1
200500004017;1
200500004018;2
200500004019;2
200500004020;1
200500004021;3
200500004022;5
200500004023;1
200500004024;1
200500004025;5
200500004026;2
200500004027;5
200500004028;3
200500004029;2
200500004030;1
200500004031;5
200500004032;1
200500004033;5
200500004034;1
200500004035;1
200500004036;1
200500004037;1
200500004038;1
200500004039;1
200500004040;4
200500004041;1
200500004042;1
200500004043;1
200500004044;5
200500004045;5
200500004046;1
200500004047;1
200500004048;1
200500004049;1
200500004050;1
200500004051;1
200500004052;2
200500004053;1
200500004054;1
200500004055;1
200500004056;1
200500004057;2
200500004058;5
200500004059;2
200500004060;2
200500004061;5
200500004062;1
200500004063;1
200500004064;1
200500004065;1
200500004066;1
200500004067;5
200500004068;1
200500004069;1
200500004070;1
200500004071;1
200500004072;1
200500004073;2
200500004074;2
200500004075;5
200500004076;5
200500004077;1
200500004078;5
200500004079;2
200500004080;1
200500004081;1
200500004082;5
200500004083;4
200500004084;1
200500004085;1
200500004086;1
200500004087;2
200500004088;2
200500004089;1
200500004090;1
200500004091;1
200500004092;5
200500004093;1
200500004094;1
200500004095;3
200500004096;1
200500004097;1
200500004098;5
200500004099;1
200500004100;1
200500004101;2
200500004102;1
200500004103;1
200500004104;5
200500004105;1
200500004106;5
200500004107;1
200500004108;1
200500004109;3
200500004110;5
200500004111;5
200500004112;5
200500004113;1
200500004114;5
200500004115;2
200500004116;1
200500004117;1
200500004118;5
200500004119;5
200500004120;5
200500004121;5
200500004122;5
200500004123;5
200500004124;1
200500004125;5
200500004126;1
200500004127;1
200500004128;2
200500004129;2
200500004130;5
200500004131;1
200500004132;3
200500004133;1
200500004134;1
200500004135;5
200500004136;1
200500004137;1
200500004138;1
200500004139;1
200500004140;5
200500004141;1
200500004142;1
200500004143;1
200500004144;5
200500004145;1
200500004146;5
200500004147;5
200500004148;5
200500004149;5
200500004150;5
200500004151;3
200500004152;1
200500004153;2
200500004154;1
200500004155;3
200500004156;1
200500004157;1
200500004158;5
200500004159;3
200500004160;1
200500004161;1
200500004162;1
200500004163;5
200500004164;1
200500004165;1
200500004166;1
200500004167;1
200500004168;1
200500004169;1
200500004170;1
200500004171;5
200500004172;5
200500004173;3
200500004174;1
200500004175;1
200500004176;1
200500004177;1
200500004178;1
200500004179;1
200500004180;1
200500004181;1
200500004182;3
200500004183;1
200500004184;3
200500004185;5
200500004186;1
200500004187;1
200500004188;2
200500004189;2
200500004190;2
200500004191;1
200500004192;1
200500004193;5
200500004194;3
200500004195;5
200500004196;5
200500004197;5
200500004198;1
200500004199;2
200500004200;1
200500004201;1
200500004202;1
200500004203;5
200500004204;3
200500004205;1
200500004206;1
200500004207;1
200500004208;1
200500004209;5
200500004210;1
200500004211;1
200500004212;1
200500004213;1
200500004214;5
200500004215;5
200500004216;1
200500004217;5
200500004218;2
200500004219;2
200500004220;1
200500004221;1
200500004222;5
200500004223;3
200500004224;1
200500004225;1
200500004226;1
200500004227;5
200500004228;2
200500004229;5
200500004230;1
200500004231;4
200500004232;5
200500004233;1
200500004234;1
200500004235;1
200500004236;1
200500004237;1
200500004238;4
200500004239;1
200500004240;5
200500004241;1
200500004242;5
200500004243;5
200500004244;5
200500004245;1
200500004246;1
200500004247;1
200500004248;1
200500004249;4
200500004250;1
200500004251;5
200500004252;1
200500004253;3
200500004254;2
200500004255;1
200500004256;3
200500004257;1
200500004258;1
200500004259;1
200500004260;1
200500004261;1
200500004262;1
200500004263;5
200500004264;5
200500004265;1
200500004266;4
200500004267;5
200500004268;1
200500004269;1
200500004270;1
200500004271;1
200500004272;1
200500004273;1
200500004274;5
200500004275;1
200500004276;1
200500004277;1
200500004278;1
200500004279;1
200500004280;5
200500004281;5
200500004282;1
200500004283;2
200500004284;1
200500004285;2
200500004286;1
200500004287;1
200500004288;1
200500004289;1
200500004290;2
200500004291;5
200500004292;5
200500004293;1
200500004294;1
200500004295;1
200500004296;5
200500004297;1
200500004298;1
200500004299;1
200500004300;1
200500004301;1
200500004302;1
200500004303;5
200500004304;1
200500004305;1
200500004306;2
200500004307;1
200500004308;5
200500004309;1
200500004310;1
200500004311;5
200500004312;1
200500004313;1
200500004314;1
200500004315;1
200500004316;1
200500004317;5
200500004318;3
200500004319;5
200500004320;5
200500004321;1
200500004322;1
200500004323;5
200500004324;1
200500004325;5
200500004326;2
200500004327;1
200500004328;1
200500004329;5
200500004330;1
200500004331;1
200500004332;1
200500004333;1
200500004334;2
200500004335;5
200500004336;1
200500004337;1
200500004338;1
200500004339;1
200500004340;1
200500004341;1
200500004342;1
200500004343;1
200500004344;4
200500004345;1
200500004346;1
200500004347;1
200500004348;1
200500004349;5
200500004350;2
200500004351;5
200500004352;5
200500004353;1
200500004354;1
200500004355;5
200500004356;1
200500004357;1
200500004358;1
200500004359;1
200500004360;1
200500004361;1
200500004362;1
200500004363;3
200500004364;5
200500004365;2
200500004366;1
200500004367;3
200500004368;1
200500004369;5
200500004370;2
200500004371;1
200500004372;3
200500004373;5
200500004374;1
200500004375;2
200500004376;5
200500004377;5
200500004378;1
200500004379;5
200500004380;1
200500004381;2
200500004382;5
200500004383;2
200500004384;2
200500004385;4
200500004386;5
200500004387;5
200500004388;5
200500004389;5
200500004390;2
200500004391;5
200500004392;3
200500004393;1
200500004394;5
200500004395;5
200500004396;5
200500004397;1
200500004398;3
200500004399;5
200500004400;2
200500004401;1
200500004402;1
200500004403;4
200500004404;1
200500004405;3
200500004406;1
200500004407;2
200500004408;1
200500004409;1
200500004410;2
200500004411;5
200500004412;2
200500004413;5
200500004414;4
200500004415;2
200500004416;1
200500004417;1
200500004418;1
200500004419;2
200500004420;1
200500004421;1
200500004422;5
200500004423;1
200500004424;5
200500004425;1
200500004426;1
200500004427;1
200500004428;1
200500004429;1
200500004430;5
200500004431;1
200500004432;2
200500004433;1
200500004434;1
200500004435;5
200500004436;5
200500004437;3
200500004438;1
200500004439;1
200500004440;3
200500004441;2
200500004442;1
200500004443;5
200500004444;1
200500004445;1
200500004446;1
200500004447;5
200500004448;5
200500004449;5
200500004450;1
200500004451;1
200500004452;1
200500004453;1
200500004454;1
200500004455;5
200500004456;5
200500004457;5
200500004458;5
200500004459;1
200500004460;5
200500004461;1
200500004462;2
200500004463;3
200500004464;3
200500004465;1
200500004466;1
200500004467;1
200500004468;1
200500004469;5
200500004470;2
200500004471;1
200500004472;5
200500004473;2
200500004474;5
200500004475;1
200500004476;1
200500004477;1
200500004478;1
200500004479;1
200500004480;1
200500004481;5
200500004482;5
200500004483;5
200500004484;5
200500004485;1
200500004486;5
200500004487;2
200500004488;1
200500004489;1
200500004490;5
200500004491;1
200500004492;1
200500004493;5
200500004494;1
200500004495;5
200500004496;1
200500004497;1
200500004498;1
200500004499;5
200500004500;1
200500004501;1
200500004502;5
200500004503;1
200500004504;1
200500004505;3
200500004506;1
200500004507;1
200500004508;5
200500004509;2
200500004510;5
200500004511;1
200500004512;1
200500004513;1
200500004514;5
200500004515;2
200500004516;1
200500004517;5
200500004518;5
200500004519;1
200500004520;1
200500004521;1
200500004522;5
200500004523;1
200500004524;1
200500004525;1
200500004526;5
200500004527;5
200500004528;1
200500004529;1
200500004530;4
200500004531;1
200500004532;3
200500004533;4
200500004534;1
200500004535;2
200500004536;5
200500004537;1
200500004538;3
200500004539;1
200500004540;5
200500004541;1
200500004542;1
200500004543;5
200500004544;1
200500004545;5
200500004546;2
200500004547;1
200500004548;1
200500004549;5
200500004550;2
200500004551;1
200500004552;1
200500004553;1
200500004554;2
200500004555;1
200500004556;1
200500004557;1
200500004558;1
200500004559;1
200500004560;1
200500004561;1
200500004562;3
200500004563;1
200500004564;5
200500004565;1
200500004566;5
200500004567;1
200500004568;1
200500004569;1
200500004570;1
200500004571;5
200500004572;5
200500004573;5
200500004574;5
200500004575;5
200500004576;1
200500004577;5
200500004578;1
200500004579;5
200500004580;5
200500004581;1
200500004582;5
200500004583;5
200500004584;1
200500004585;1
200500004586;5
200500004587;1
200500004588;1
200500004589;5
200500004590;5
200500004591;5
200500004592;5
200500004593;5
200500004594;1
200500004595;1
200500004596;5
200500004597;1
200500004598;5
200500004599;5
200500004600;5
200500004601;1
200500004602;5
200500004603;1
200500004604;5
200500004605;5
200500004606;1
200500004607;5
200500004608;5
200500004609;1
200500004610;1
200500004611;1
200500004612;5
200500004613;5
200500004614;5
200500004615;1
200500004616;5
200500004617;5
200500004618;5
200500004619;5
200500004620;1
200500004621;1
200500004622;5
200500004623;5
200500004624;5
200500004625;5
200500004626;5
200500004627;5
200500004628;1
200500004629;1
200500004630;1
200500004631;1
200500004632;5
200500004633;1
200500004634;5
200500004635;1
200500004636;1
200500004637;1
200500004638;1
200500004639;5
200500004640;1
200500004641;1
200500004642;5
200500004643;5
200500004644;5
200500004645;5
200500004646;5
200500004647;5
200500004648;1
200500004649;5
200500004650;1
200500004651;5
200500004652;5
200500004653;5
200500004654;5
200500004655;5
200500004656;5
200500004657;5
200500004658;1
200500004659;5
200500004660;1
200500004661;5
200500004662;2
200500004663;1
200500004664;1
200500004665;1
200500004666;5
200500004667;1
200500004668;5
200500004669;5
200500004670;5
200500004671;1
200500004672;1
200500004673;1
200500004674;1
200500004675;5
200500004676;1
200500004677;1
200500004678;1
200500004679;1
200500004680;5
200500004681;1
200500004682;5
200500004683;5
200500004684;1
200500004685;1
200500004686;1
200500004687;5
200500004688;1
200500004689;5
200500004690;1
200500004691;5
200500004692;1
200500004693;1
200500004694;1
200500004695;5
200500004696;1
200500004697;1
200500004698;1
200500004699;1
200500004700;1
200500004701;5
200500004702;1
200500004703;1
200500004704;5
200500004705;5
200500004706;1
200500004707;1
200500004708;2
200500004709;5
200500004710;5
200500004711;2
200500004712;5
200500004713;1
200500004714;2
200500004715;1
200500004716;1
200500004717;5
200500004718;5
200500004719;5
200500004720;1
200500004721;2
200500004722;5
200500004723;1
200500004724;1
200500004725;1
200500004726;5
200500004727;5
200500004728;1
200500004729;5
200500004730;1
200500004731;5
200500004732;2
200500004733;5
200500004734;1
200500004735;1
200500004736;2
200500004737;1
200500004738;5
200500004739;1
200500004740;5
200500004741;5
200500004742;1
200500004743;1
200500004744;1
200500004745;5
200500004746;5
200500004747;5
200500004748;5
200500004749;5
200500004750;1
200500004751;1
200500004752;5
200500004753;1
200500004754;1
200500004755;5
200500004756;1
200500004757;5
200500004758;1
200500004759;1
200500004760;5
200500004761;5
200500004762;5
200500004763;1
200500004764;2
200500004765;1
200500004766;1
200500004767;5
200500004768;5
200500004769;1
200500004770;5
200500004771;5
200500004772;5
200500004773;5
200500004774;1
200500004775;5
200500004776;1
200500004777;1
200500004778;5
200500004779;1
200500004780;1
200500004781;1
200500004782;1
200500004783;5
200500004784;5
200500004785;1
200500004786;5
200500004787;1
200500004788;5
200500004789;5
200500004790;5
200500004791;5
200500004792;1
200500004793;5
200500004794;1
200500004795;1
200500004796;2
200500004797;5
200500004798;1
200500004799;5
200500004800;1
200500004801;1
200500004802;1
200500004803;1
200500004804;5
200500004805;1
200500004806;1
200500004807;5
200500004808;1
200500004809;2
200500004810;5
200500004811;1
200500004812;5
200500004813;1
200500004814;1
200500004815;5
200500004816;5
200500004817;1
200500004818;5
200500004819;1
200500004820;2
200500004821;5
200500004822;5
200500004823;5
200500004824;1
200500004825;1
200500004826;1
200500004827;5
200500004828;1
200500004829;1
200500004830;5
200500004831;2
200500004832;1
200500004833;5
200500004834;1
200500004835;1
200500004836;5
200500004837;1
200500004838;1
200500004839;1
200500004840;1
200500004841;1
200500004842;1
200500004843;2
200500004844;5
200500004845;5
200500004846;1
200500004847;5
200500004848;2
200500004849;2
200500004850;1
200500004851;5
200500004852;1
200500004853;1
200500004854;1
200500004855;5
200500004856;5
200500004857;5
200500004858;2
200500004859;5
200500004860;5
200500004861;5
200500004862;1
200500004863;5
200500004864;1
200500004865;5
200500004866;1
200500004867;5
200500004868;5
200500004869;1
200500004870;2
200500004871;5
200500004872;1
200500004873;1
200500004874;1
200500004875;1
200500004876;1
200500004877;5
200500004878;5
200500004879;5
200500004880;1
200500004881;1
200500004882;1
200500004883;5
200500004884;1
200500004885;1
200500004886;1
200500004887;1
200500004888;5
200500004889;1
200500004890;5
200500004891;1
200500004892;5
200500004893;1
200500004894;5
200500004895;1
200500004896;5
200500004897;5
200500004898;1
200500004899;1
200500004900;5
200500004901;1
200500004902;5
200500004903;1
200500004904;5
200500004905;1
200500004906;5
200500004907;1
200500004908;5
200500004909;5
200500004910;1
200500004911;5
200500004912;1
200500004913;2
200500004914;1
200500004915;5
200500004916;1
200500004917;5
200500004918;5
200500004919;1
200500004920;1
200500004921;5
200500004922;5
200500004923;2
200500004924;5
200500004925;5
200500004926;5
200500004927;5
200500004928;1
200500004929;1
200500004930;1
200500004931;5
200500004932;5
200500004933;5
200500004934;1
200500004935;1
200500004936;5
200500004937;5
200500004938;1
200500004939;5
200500004940;5
200500004941;5
200500004942;5
200500004943;5
200500004944;1
200500004945;5
200500004946;2
200500004947;5
200500004948;1
200500004949;5
200500004950;2
200500004951;1
200500004952;5
200500004953;1
200500004954;5
200500004955;1
200500004956;1
200500004957;5
200500004958;5
200500004959;1
200500004960;5
200500004961;1
200500004962;5
200500004963;1
200500004964;5
200500004965;2
200500004966;1
200500004967;1
200500004968;1
200500004969;5
200500004970;2
200500004971;5
200500004972;5
200500004973;1
200500004974;5
200500004975;5
200500004976;5
200500004977;5
200500004978;5
200500004979;1
200500004980;1
200500004981;1
200500004982;1
200500004983;1
200500004984;1
200500004985;1
200500004986;5
200500004987;1
200500004988;5
200500004989;1
200500004990;1
200500004991;1
200500004992;2
200500004993;5
200500004994;5
200500004995;5
200500004996;1
200500004997;5
200500004998;1
200500004999;5
200500005000;5
200500005001;5
200500005002;1
200500005003;5
200500005004;5
200500005005;5
200500005006;1
200500005007;1
200500005008;1
200500005009;1
200500005010;5
200500005011;5
200500005012;5
200500005013;5
200500005014;1
200500005015;5
200500005016;5
200500005017;5
200500005018;1
200500005019;1
200500005020;1
200500005021;1
200500005022;1
200500005023;5
200500005024;1
200500005025;5
200500005026;5
200500005027;1
200500005028;5
200500005029;5
200500005030;1
200500005031;5
200500005032;5
200500005033;5
200500005034;1
200500005035;5
200500005036;5
200500005037;5
200500005038;1
200500005039;1
200500005040;5
200500005041;5
200500005042;5
200500005043;5
200500005044;2
200500005045;2
200500005046;5
200500005047;2
200500005048;1
200500005049;5
200500005050;5
200500005051;5
200500005052;5
200500005053;5
200500005054;1
200500005055;1
200500005056;1
200500005057;2
200500005058;5
200500005059;5
200500005060;1
200500005061;5
200500005062;5
200500005063;1
200500005064;5
200500005065;5
200500005066;5
200500005067;1
200500005068;5
200500005069;5
200500005070;1
200500005071;1
200500005072;1
200500005073;1
200500005074;1
200500005075;1
200500005076;5
200500005077;5
200500005078;5
200500005079;5
200500005080;1
200500005081;1
200500005082;5
200500005083;5
200500005084;5
200500005085;5
200500005086;1
200500005087;1
200500005088;1
200500005089;5
200500005090;5
200500005091;1
200500005092;1
200500005093;1
200500005094;1
200500005095;1
200500005096;2
200500005097;1
200500005098;1
200500005099;1
200500005100;1
200500005101;1
200500005102;5
200500005103;5
200500005104;5
200500005105;5
200500005106;5
200500005107;5
200500005108;1
200500005109;1
200500005110;5
200500005111;5
200500005112;5
200500005113;5
200500005114;1
200500005115;5
200500005116;1
200500005117;1
200500005118;1
200500005119;5
200500005120;5
200500005121;1
200500005122;5
200500005123;1
200500005124;1
200500005125;5
200500005126;1
200500005127;5
200500005128;5
200500005129;1
200500005130;1
200500005131;1
200500005132;2
200500005133;5
200500005134;1
200500005135;5
200500005136;1
200500005137;2
200500005138;1
200500005139;1
200500005140;5
200500005141;4
200500005142;5
200500005143;1
200500005144;1
200500005145;1
200500005146;5
200500005147;1
200500005148;5
200500005149;5
200500005150;5
200500005151;5
200500005152;1
200500005153;4
200500005154;5
200500005155;5
200500005156;1
200500005157;1
200500005158;1
200500005159;1
200500005160;1
200500005161;1
200500005162;1
200500005163;2
200500005164;2
200500005165;1
200500005166;5
200500005167;5
200500005168;1
200500005169;5
200500005170;5
200500005171;1
200500005172;5
200500005173;1
200500005174;1
200500005175;5
200500005176;1
200500005177;1
200500005178;1
200500005179;5
200500005180;1
200500005181;1
200500005182;5
200500005183;5
200500005184;5
200500005185;1
200500005186;1
200500005187;1
200500005188;1
200500005189;1
200500005190;2
200500005191;1
200500005192;3
200500005193;3
200500005194;1
200500005195;2
200500005196;1
200500005197;1
200500005198;3
200500005199;1
200500005200;1
200500005201;5
200500005202;5
200500005203;1
200500005204;5
200500005205;5
200500005206;1
200500005207;3
200500005208;1
200500005209;5
200500005210;1
200500005211;2
200500005212;5
200500005213;5
200500005214;3
200500005215;2
200500005216;2
200500005217;5
200500005218;1
200500005219;5
200500005220;1
200500005221;5
200500005222;1
200500005223;1
200500005224;2
200500005225;1
200500005226;1
200500005227;5
200500005228;3
200500005229;1
200500005230;1
200500005231;5
200500005232;1
200500005233;1
200500005234;1
200500005235;5
200500005236;1
200500005237;2
200500005238;5
200500005239;1
200500005240;1
200500005241;3
200500005242;1
200500005243;5
200500005244;5
200500005245;1
200500005246;2
200500005247;4
200500005248;5
200500005249;5
200500005250;1
200500005251;5
200500005252;5
200500005253;5
200500005254;3
200500005255;3
200500005256;5
200500005257;3
200500005258;5
200500005259;5
200500005260;1
200500005261;5
200500005262;1
200500005263;1
200500005264;5
200500005265;5
200500005266;1
200500005267;1
200500005268;1
200500005269;1
200500005270;5
200500005271;3
200500005272;5
200500005273;2
200500005274;5
200500005275;1
200500005276;1
200500005277;1
200500005278;1
200500005279;1
200500005280;1
200500005281;1
200500005282;5
200500005283;1
200500005284;1
200500005285;5
200500005286;1
200500005287;2
200500005288;4
200500005289;1
200500005290;2
200500005291;1
200500005292;1
200500005293;5
200500005294;2
200500005295;1
200500005296;5
200500005297;1
200500005298;1
200500005299;5
200500005300;1
200500005301;1
200500005302;1
200500005303;2
200500005304;5
200500005305;5
200500005306;5
200500005307;5
200500005308;5
200500005309;5
200500005310;3
200500005311;4
200500005312;1
200500005313;1
200500005314;2
200500005315;1
200500005316;3
200500005317;1
200500005318;5
200500005319;1
200500005320;1
200500005321;1
200500005322;3
200500005323;1
200500005324;2
200500005325;3
200500005326;1
200500005327;3
200500005328;5
200500005329;5
200500005330;1
200500005331;1
200500005332;5
200500005333;2
200500005334;2
200500005335;2
200500005336;5
200500005337;2
200500005338;5
200500005339;1
200500005340;1
200500005341;5
200500005342;3
200500005343;5
200500005344;1
200500005345;1
200500005346;5
200500005347;2
200500005348;2
200500005349;5
200500005350;5
200500005351;2
200500005352;1
200500005353;1
200500005354;5
200500005355;1
200500005356;5
200500005357;5
200500005358;1
200500005359;1
200500005360;2
200500005361;5
200500005362;4
200500005363;5
200500005364;5
200500005365;1
200500005366;2
200500005367;1
200500005368;1
200500005369;1
200500005370;1
200500005371;5
200500005372;5
200500005373;5
200500005374;1
200500005375;5
200500005376;1
200500005377;1
200500005378;5
200500005379;5
200500005380;2
200500005381;1
200500005382;1
200500005383;1
200500005384;1
200500005385;1
200500005386;2
200500005387;1
200500005388;1
200500005389;1
200500005390;5
200500005391;2
200500005392;1
200500005393;3
200500005394;1
200500005395;3
200500005396;3
200500005397;3
200500005398;1
200500005399;1
200500005400;1
200500005401;2
200500005402;3
200500005403;1
200500005404;1
200500005405;1
200500005406;1
200500005407;1
200500005408;5
200500005409;1
200500005410;1
200500005411;1
200500005412;2
200500005413;1
200500005414;1
200500005415;1
200500005416;1
200500005417;1
200500005418;1
200500005419;1
200500005420;5
200500005421;1
200500005422;1
200500005423;1
200500005424;1
200500005425;1
200500005426;1
200500005427;1
200500005428;1
200500005429;2
200500005430;5
200500005431;1
200500005432;1
200500005433;5
200500005434;1
200500005435;1
200500005436;1
200500005437;1
200500005438;1
200500005439;2
200500005440;1
200500005441;1
200500005442;1
200500005443;5
200500005444;1
200500005445;1
200500005446;5
200500005447;5
200500005448;1
200500005449;1
200500005450;5
200500005451;1
200500005452;1
200500005453;1
200500005454;1
200500005455;1
200500005456;1
200500005457;5
200500005458;5
200500005459;1
200500005460;1
200500005461;5
200500005462;1
200500005463;1
200500005464;5
200500005465;1
200500005466;1
200500005467;5
200500005468;1
200500005469;1
200500005470;1
200500005471;1
200500005472;5
200500005473;1
200500005474;1
200500005475;5
200500005476;1
200500005477;1
200500005478;1
200500005479;1
200500005480;1
200500005481;1
200500005482;1
200500005483;5
200500005484;1
200500005485;3
200500005486;1
200500005487;4
200500005488;1
200500005489;1
200500005490;1
200500005491;1
200500005492;3
200500005493;5
200500005494;1
200500005495;5
200500005496;1
200500005497;5
200500005498;5
200500005499;1
200500005500;3
200500005501;5
200500005502;1
200500005503;1
200500005504;1
200500005505;2
200500005506;2
200500005507;1
200500005508;5
200500005509;1
200500005510;5
200500005511;5
200500005512;1
200500005513;2
200500005514;3
200500005515;1
200500005516;5
200500005517;3
200500005518;5
200500005519;1
200500005520;3
200500005521;1
200500005522;1
200500005523;1
200500005524;5
200500005525;1
200500005526;1
200500005527;1
200500005528;1
200500005529;1
200500005530;1
200500005531;1
200500005532;1
200500005533;1
200500005534;1
200500005535;1
200500005536;1
200500005537;1
200500005538;5
200500005539;1
200500005540;1
200500005541;5
200500005542;5
200500005543;1
200500005544;2
200500005545;1
200500005546;5
200500005547;2
200500005548;1
200500005549;1
200500005550;1
200500005551;2
200500005552;1
200500005553;1
200500005554;1
200500005555;5
200500005556;5
200500005557;1
200500005558;5
200500005559;4
200500005560;2
200500005561;5
200500005562;1
200500005563;1
200500005564;1
200500005565;1
200500005566;1
200500005567;5
200500005568;5
200500005569;2
200500005570;1
200500005571;1
200500005572;1
200500005573;1
200500005574;1
200500005575;1
200500005576;1
200500005577;5
200500005578;5
200500005579;2
200500005580;5
200500005581;1
200500005582;5
200500005583;1
200500005584;5
200500005585;4
200500005586;5
200500005587;5
200500005588;3
200500005589;5
200500005590;1
200500005591;1
200500005592;1
200500005593;5
200500005594;5
200500005595;1
200500005596;5
200500005597;5
200500005598;1
200500005599;1
200500005600;1
200500005601;1
200500005602;5
200500005603;2
200500005604;5
200500005605;2
200500005606;1
200500005607;1
200500005608;1
200500005609;1
200500005610;5
200500005611;1
200500005612;2
200500005613;5
200500005614;3
200500005615;5
200500005616;1
200500005617;1
200500005618;5
200500005619;1
200500005620;1
200500005621;2
200500005622;5
200500005623;5
200500005624;5
200500005625;5
200500005626;1
200500005627;5
200500005628;5
200500005629;1
200500005630;1
200500005631;1
200500005632;5
200500005633;1
200500005634;1
200500005635;1
200500005636;1
200500005637;5
200500005638;1
200500005639;1
200500005640;5
200500005641;5
200500005642;1
200500005643;5
200500005644;1
200500005645;1
200500005646;1
200500005647;5
200500005648;5
200500005649;5
200500005650;5
200500005651;5
200500005652;5
200500005653;5
200500005654;1
200500005655;5
200500005656;3
200500005657;2
200500005658;5
200500005659;1
200500005660;2
200500005661;5
200500005662;1
200500005663;1
200500005664;1
200500005665;5
200500005666;5
200500005667;5
200500005668;5
200500005669;5
200500005670;2
200500005671;5
200500005672;2
200500005673;1
200500005674;1
200500005675;1
200500005676;5
200500005677;1
200500005678;1
200500005679;2
200500005680;2
200500005681;1
200500005682;1
200500005683;1
200500005684;5
200500005685;1
200500005686;1
200500005687;5
200500005688;3
200500005689;5
200500005690;1
200500005691;2
200500005692;5
200500005693;1
200500005694;1
200500005695;1
200500005696;2
200500005697;5
200500005698;1
200500005699;2
200500005700;1
200500005701;1
200500005702;1
200500005703;1
200500005704;1
200500005705;5
200500005706;5
200500005707;2
200500005708;5
200500005709;5
200500005710;5
200500005711;5
200500005712;1
200500005713;1
200500005714;1
200500005715;1
200500005716;5
200500005717;1
200500005718;5
200500005719;2
200500005720;1
200500005721;1
200500005722;1
200500005723;1
200500005724;1
200500005725;5
200500005726;1
200500005727;5
200500005728;1
200500005729;5
200500005730;4
200500005731;1
200500005732;5
200500005733;2
200500005734;2
200500005735;1
200500005736;5
200500005737;1
200500005738;1
200500005739;1
200500005740;5
200500005741;1
200500005742;3
200500005743;3
200500005744;3
200500005745;1
200500005746;3
200500005747;1
200500005748;1
200500005749;1
200500005750;1
200500005751;1
200500005752;1
200500005753;1
200500005754;5
200500005755;5
200500005756;1
200500005757;1
200500005758;5
200500005759;1
200500005760;5
200500005761;5
200500005762;1
200500005763;1
200500005764;5
200500005765;1
200500005766;1
200500005767;1
200500005768;5
200500005769;1
200500005770;1
200500005771;4
200500005772;2
200500005773;2
200500005774;5
200500005775;1
200500005776;1
200500005777;1
200500005778;5
200500005779;1
200500005780;1
200500005781;1
200500005782;5
200500005783;1
200500005784;5
200500005785;1
200500005786;1
200500005787;5
200500005788;5
200500005789;1
200500005790;1
200500005791;5
200500005792;5
200500005793;1
200500005794;1
200500005795;1
200500005796;2
200500005797;1
200500005798;1
200500005799;1
200500005800;5
200500005801;1
200500005802;1
200500005803;5
200500005804;5
200500005805;1
200500005806;1
200500005807;1
200500005808;5
200500005809;1
200500005810;5
200500005811;1
200500005812;2
200500005813;1
200500005814;1
200500005815;1
200500005816;2
200500005817;1
200500005818;1
200500005819;5
200500005820;5
200500005821;1
200500005822;1
200500005823;1
200500005824;1
200500005825;5
200500005826;1
200500005827;1
200500005828;1
200500005829;5
200500005830;5
200500005831;1
200500005832;5
200500005833;1
200500005834;1
200500005835;5
200500005836;2
200500005837;1
200500005838;5
200500005839;1
200500005840;1
200500005841;4
200500005842;5
200500005843;1
200500005844;5
200500005845;1
200500005846;1
200500005847;1
200500005848;5
200500005849;1
200500005850;5
200500005851;5
200500005852;1
200500005853;2
200500005854;1
200500005855;1
200500005856;1
200500005857;5
200500005858;1
200500005859;1
200500005860;1
200500005861;1
200500005862;1
200500005863;5
200500005864;5
200500005865;1
200500005866;1
200500005867;1
200500005868;5
200500005869;5
200500005870;1
200500005871;1
200500005872;1
200500005873;5
